policy_id,country_iso,country_update,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,last_update,impact_indicators.comments,impact_indicators.name,impact_indicators.value,impact_indicators.base_year,impact_indicators.target_year
240306365,DEU,Annual,"Climate protection programme Germany (2023)","Climate protection programme",Country,,Germany,,,"Policy support, Strategic planning, Target, Renewable energy target, GHG reduction target, Formal & legally binding renewable energy target, Formal & legally binding GHG reduction target, Economic instruments, Feed-in tariffs or premiums, Tendering schemes, Barrier removal, Building codes and standards",General,"The Federal Government of Germany introduced the 2023 Climate Protection Programme to address a significant climate protection gap of 1.1 billion tonnes of CO2 equivalents by 2030, with a reduction target of 65% of all greenhouse gases compared to 1990 levels. The program encompasses various legislative amendments aimed at achieving these goals. Here's a breakdown:
Amendment to the Renewable Energy Sources Act (EEG 2023):
Aims to increase the share of renewable energies in gross electricity consumption to at least 80% by 2030.
Incorporates measures such as expanding wind and solar power by 80% by 2030, promoting electricity storage and power plants using green hydrogen, increasing remuneration for solar systems, facilitating the establishment of citizen energy companies, enhancing financial participation of municipalities in wind energy, and eliminating levies for electricity self-supply.
References the 1.5-degree path outlined in the Paris Climate Protection Agreement.
Amendment to the Onshore Wind Energy Act (WaLG):
Regulates area targets for designating wind energy areas, aiming for 1.4% of the federal area by the end of 2027 and 2% by the end of 2032.
Amendment to the Federal Nature Conservation Act (BNatSchG):
Aims to streamline the approval process for wind turbines while maintaining high environmental standards.
Recognizes wind turbine operation as being in the public interest, facilitating exemptions.
Simplifies the assessment of species protection exceptions and alternatives, particularly for repowering onshore wind turbines.
Amendment of the Building Energy Act (GEG):
Introduces mandatory requirements for installing climate-friendly heating systems in new homes, with at least 65% powered by renewable energy starting January 2024.
Allows existing heating systems to continue use with transition periods and exemptions.
Provides social compensation payments and a KfW subsidy program.
These amendments collectively aim to bridge the climate protection gap by up to 80%, aligning with Germany's climate targets and commitments under international agreements like the Paris Agreement.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,"In force",2023,,2032,,Mitigation,"https://www.bmwk.de/Redaktion/DE/Downloads/klimaschutz/20231004-klimaschutzprogramm-der-bundesregierung.pdf?__blob=publicationFile&v=10
https://www.bmwk-energiewende.de/EWD/Redaktion/EN/Newsletter/2023/09/Meldung/news1.html",29/01/2024,,,,,
240306366,KEN,Annual,"National Electric Mobility Strategy Kenya","National Electric Mobility Strategy",Country,,Kenya,,,"Policy support, Strategic planning","Transport, Low-emissions mobility","The overall objective of the e-Mobility Taskforce is to develop a National Electric Mobility Policy (the e-Mobility Policy) covering all modes of transport (road, air, rail, and maritime) to create an enabling environment for the development, growth and adoption of electric vehicles in Kenya.","Other low-carbon technologies and fuel switch",,Draft,2024,,,,Mitigation,"https://transport.go.ke/sites/default/files/2023-08/Electric%20Mobility%20Aug%202023%20GAZETTE%20NOTICE.pdf
https://kepsa.or.ke/kepsanews/the-launch-of-the-draft-national-electric-mobility-policy
https://admin.kepsa.or.ke/public/files/docs/17116044092.pdf",03/02/2025,,,,,
240306367,MAR,Sporadic,"OCP Group Green Investment Program Morocco (2023)","OCP Group Green Investment Program",Country,,Morocco,,,"Economic instruments, Direct investment, Target, Renewable energy target, Political & non-binding renewable energy target",Industry,"The OCP Group, which is Morocco's state-owned phosphate rock miner, phosphoric acid manufacturer, and fertilizer producer, plans to power its industrial facilities solely with green energy from wind, solar, hydroelectric, and co-generation sources by 2027. The Green Investment Programme aims to produce 5 gigawatts (GW) of clean energy by 2027 and at least 13 GW by 2032, with the ultimate goal of achieving sectoral and national carbon neutrality by 2040. The program has a global investment of $13 billion.",Renewables,,"In force",2023,,,,Mitigation,https://www.iea.org/policies/17251-ocp-group-green-investment-program,29/01/2024,,,,,
240306368,NGA,Annual,"Fuel subsidy removal Nigeria (2023)","Fuel subsidy removal",Country,,Nigeria,,,"Barrier removal, Removal of fossil fuel subsidies",Transport,"President Bola Tinubu has announced the removal of Nigeria's longstanding fuel subsidy from June 2023. Vice President Kashim Shettima noted that Nigeria could save more than 15 million tonnes of CO2 every year without the subsidies, helping the country achieve its nationally determined contributions to the Paris Agreement.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,"In force",2023,,,,Mitigation,"https://www.un.org/africarenewal/magazine/august-2023/nigeria-ends-oil-subsidy-invest-savings-infrastructure-development
https://www.reuters.com/world/africa/nigeria-saved-132-bln-two-months-after-fuel-subsidy-removal-tinubu-2023-07-31/",30/01/2024,,,,,
240306369,NGA,Annual,"Agenda 2050 Nigeria (2023)","Agenda 2050",Country,,Nigeria,,,"Policy support, Strategic planning",General,"The 2050 Agenda is the long-term plan for the economic transformation of Nigeria to meet the challenges of development, including climate change.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,"In force",2023,2023,2050,,Mitigation,https://faolex.fao.org/docs/pdf/nig217433.pdf,30/01/2024,,,,,
240306370,NGA,Annual,"Electricity Act Nigeria (2023)","Electricity Act",Country,,Nigeria,,,"Policy support, Strategic planning, Target, Renewable energy target","Electricity and heat, Renewables","The Commission is responsible for supporting the development and use of renewable energy, as outlined in the Electricity Act. The Act also requires the Commission to implement measures that will increase the proportion of renewable energy in Nigeria's energy mix.",Renewables,,"In force",2023,,,,Mitigation,https://nerc.gov.ng/library/documents/Regulations/Electricity-Act-2023/,30/01/2024,,,,,
240306371,NOR,Annual,"Mineral Strategy Norway (2023)","Mineral Strategy",Country,,Norway,,,"Policy support, Strategic planning",Industry,"The strategy aims to make Norway the most sustainable mineral industry in the world.","Energy efficiency, Energy service demand reduction and resource efficiency, Non-energy use, Other low-carbon technologies and fuel switch, Renewables",,"In force",2023,,,,Mitigation,https://www.regjeringen.no/en/aktuelt/-norway-will-develop-the-worlds-most-sustainable-mineral-industry/id2986277/,30/01/2024,,,,,
240306372,PHL,Annual,"Executive Order No. 12 on Import Taxes for EVs Philippines (2023)","Executive Order No. 12 on Import Taxes for EVs",Country,,Philippines,,,"Economic instruments, Fiscal or financial incentives, Tax relief","Transport, Low-emissions mobility","Executive Order (EO) No. 12 removes import duties on several types of EVs and suspended taxes on charging and distribution components for the next five years.","Other low-carbon technologies and fuel switch",,"In force",2023,,,,Mitigation,https://www.officialgazette.gov.ph/2023/01/13/executive-order-no-12-s-2023/,01/02/2024,,,,,
240306373,PHL,Annual,"Comprehensive Roadmap for the Electric Vehicle Industry (CREVI) Philippines (2023)","Comprehensive Roadmap for the Electric Vehicle Industry (CREVI)",Country,,Philippines,,,"Policy support, Strategic planning, Target, Renewable energy target","Transport, Low-emissions mobility","CREVI is a comprehensive roadmap aligning with various policies and programs to tackle EV industry challenges. It focuses on developing charging stations, manufacturing, R&D, and human resource development. With short-, medium-, and long-term targets, it aims to overcome barriers, unify public and private efforts, and achieve a 50% EV fleet by 2040 in a Clean Energy Scenario.","Other low-carbon technologies and fuel switch",,"In force",2023,2023,2040,,Mitigation,https://www.doe.gov.ph/energy-efficiency/comprehensive-roadmap-electric-vehicle-industry-0,01/02/2024,,,,,
240306374,SGP,Annual,"Enhancements to Minimum Energy Performance Standards (MEPS) Singapore (2023)","Enhancements to Minimum Energy Performance Standards (MEPS)",Country,,Singapore,,,"Regulatory Instruments, Codes and standards, Product standards","Buildings, Appliances","The National Environment Agency (NEA) aims to make all light bulbs sold in Singapore as energy efficient as LED bulbs by 2023.","Energy efficiency",,"In force",2023,,,,Mitigation,https://www.nea.gov.sg/media/news/news/index/all-light-bulbs-sold-in-s-pore-to-be-minimally-of-led-efficiency-level-from-2023,07/02/2024,,,,,
240306375,ZAF,Annual,"Regulation Regarding Petroleum Products Specification and Standards for Implementation South Africa (2023)","Regulation Regarding Petroleum Products Specification and Standards for Implementation",Country,,"South Africa",,,"Regulatory Instruments, Codes and standards, Other mandatory requirements",Transport,"This regulation updates the blending requirements for biofuels. The guidelines state that for low-sulphur grade diesel, a maximum of 5% volume by volume biodiesel should be blended. For low-sulphur grade diesel B10, B20, B30, B40 and B50, the maximum percentage volume by volume of biodiesel that can be blended is 15%, 25%, 35%, 45% and 55% respectively. This means that 5 per cent more is permitted in each case than in the previous version. Biodiesel B100 must be 100% biodiesel.","Energy efficiency, Other low-carbon technologies and fuel switch, Renewables",,"In force",2023,,,,Mitigation,https://www.energy.gov.za/files/policies/petroleum/Gazette45068-Regulations-Regarding-Petroleum-Products-Spec-Stds-for-Implementation.pdf,07/02/2024,,,,,
